"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"20448","a4d2dbd6b6a7dbe9830e82291a7ec90fb49f0988016343bab36ce1d797cb0ef0","2013-12","South Wales Police","South Wales Police",-3.173087,51.420129,"On or near Stanton Way","W01001114","The Vale of Glamorgan 008A","Criminal damage and arson","Under investigation",NA
"20451","be9b3ad5d7f43d0235774539380a5f608f68d84fb7ef7204f1b6a7a4a2c94fc3","2013-12","South Wales Police","South Wales Police",-3.18482,51.425029,"On or near Coates Road","W01001115","The Vale of Glamorgan 008B","Criminal damage and arson","No further action at this time",NA
"20460","19651d1952c14d6811f6d48a98826fa67e951dd59e693019b0912febfaa95221","2013-12","South Wales Police","South Wales Police",-3.189722,51.429898,"On or near St Luke'S Avenue","W01001131","The Vale of Glamorgan 008C","Criminal damage and arson","No further action at this time",NA
"20473","b2e972b6fbedba41d64040394b8d3620ba098b0dfcb1645b709c48d7bb7277e0","2013-12","South Wales Police","South Wales Police",-3.212492,51.404334,"On or near Weston Avenue","W01001133","The Vale of Glamorgan 008E","Criminal damage and arson","Under investigation",NA
"20474","a9d54460ae682b47091178bc7671dc803f2a5e6e2eaa5df148597accaff22ea0","2013-12","South Wales Police","South Wales Police",-3.212492,51.404334,"On or near Weston Avenue","W01001133","The Vale of Glamorgan 008E","Criminal damage and arson","Under investigation",NA
"20489","cb0ccdccbd4c1bdd3844252a6ffa4d587f67c8c1de1b9a4a1e0cb55705e7bf11","2013-12","South Wales Police","South Wales Police",-3.245297,51.420607,"On or near Coldbrook Close","W01001068","The Vale of Glamorgan 009B","Criminal damage and arson","Under investigation",NA
"20499","4716a2af94ec16e6788b844cccf19802630916f60eb1d18893b4d6bde68d29a0","2013-12","South Wales Police","South Wales Police",-3.253369,51.411304,"On or near Foster Street","W01001070","The Vale of Glamorgan 009C","Criminal damage and arson","Under investigation",NA
"20500","0a5eb73c50d784a6b08d3760d38f557be4f317bd90764429b5320e9345436ad6","2013-12","South Wales Police","South Wales Police",-3.249109,51.412213,"On or near Parking Area","W01001070","The Vale of Glamorgan 009C","Criminal damage and arson","Under investigation",NA
"20512","e35f72a42f47530ff861d9742e0ced6924d115ffb77a08b5599480d00cda5555","2013-12","South Wales Police","South Wales Police",-3.24862,51.41273,"On or near Little Moors Hill","W01001071","The Vale of Glamorgan 009D","Criminal damage and arson","No further action at this time",NA
"20513","d5559e756362c6a35a45c01eb7e05a7fd77bf4898c587ccdfa2b01bf53e03c76","2013-12","South Wales Police","South Wales Police",-3.24862,51.41273,"On or near Little Moors Hill","W01001071","The Vale of Glamorgan 009D","Criminal damage and arson","No further action at this time",NA
"20535","5e0145ef1f82baf8481c56e9493fc0ae9836970f141688bacbcba353006793ab","2013-12","South Wales Police","South Wales Police",-3.283498,51.416607,"On or near Highfield Road","W01001091","The Vale of Glamorgan 010A","Criminal damage and arson","No further action at this time",NA
"20562","413a3106fca8ff026d87cade4d0c03036907463936d507e7956466d6ff08fa02","2013-12","South Wales Police","South Wales Police",-3.485382,51.408781,"On or near Commercial Street","W01001107","The Vale of Glamorgan 011B","Criminal damage and arson","Under investigation",NA
"20573","8494f38b316e3a48798f809c2b673f594a971991e16c81c257443f270d3554f6","2013-12","South Wales Police","South Wales Police",-3.486593,51.407984,"On or near Burial Lane","W01001110","The Vale of Glamorgan 011D","Criminal damage and arson","Under investigation",NA
"20579","904e141ce3efe96e844b8bbd04f29e9fff4a78c629f5d9a57dcb2ef1ff7fc328","2013-12","South Wales Police","South Wales Police",-3.474952,51.410415,"On or near Berry Court","W01001111","The Vale of Glamorgan 011E","Criminal damage and arson","Under investigation",NA
"20581","3e7061d8567761432dec973b1ab46775dcb1c823a6f0c535cbb3bffc3ec5825a","2013-12","South Wales Police","South Wales Police",-3.482442,51.414798,"On or near Heol Pentre'R Cwrt","W01001112","The Vale of Glamorgan 011F","Criminal damage and arson","Under investigation",NA
"20589","1d8f4f13acca36d1e29cffde81d23b6f9d3c05454fb55f6349f3a7df0dc00e34","2013-12","South Wales Police","South Wales Police",-3.272275,51.404977,"On or near Beryl Road","W01001063","The Vale of Glamorgan 012A","Criminal damage and arson","Under investigation",NA
"20602","73a7eab95e47fbc7ec46783f66e28ee6a6d1a91a88160647b09a849ff1a838bf","2013-12","South Wales Police","South Wales Police",-3.261929,51.407265,"On or near Further/Higher Educational Building","W01001065","The Vale of Glamorgan 012B","Criminal damage and arson","Offender imprisoned",NA
"20603","5b5a4201a906fddf30dee97eb6675d850273517d6e46a68469a50959dbbe91eb","2013-12","South Wales Police","South Wales Police",-3.272774,51.407956,"On or near Southey Street","W01001065","The Vale of Glamorgan 012B","Criminal damage and arson","No further action at this time",NA
"20604","a398f1053db353d26e9b0df8816b91dab488a7e109c2fdf9ec08944b78f2ba50","2013-12","South Wales Police","South Wales Police",-3.263214,51.406954,"On or near Parking Area","W01001065","The Vale of Glamorgan 012B","Criminal damage and arson","Awaiting court outcome",NA
"20605","4e8664f53e2e97ec72dd81423d1c835e8f49a0e95757d1c6326c40a598dc9d60","2013-12","South Wales Police","South Wales Police",-3.266201,51.408891,"On or near Glencoe Street","W01001065","The Vale of Glamorgan 012B","Criminal damage and arson","No further action at this time",NA
"20623","0ca531cc0393a129c49e589fd45432b673409495b30335e156481a4eef6b9623","2013-12","South Wales Police","South Wales Police",-3.259074,51.413779,"On or near Chesterfield Street","W01001069","The Vale of Glamorgan 012C","Criminal damage and arson","Under investigation",NA
"20639","d5c633dfdcb1a4b1c058eacb6a15160351164088f5e197b405536c697dbe445d","2013-12","South Wales Police","South Wales Police",-3.257218,51.408484,"On or near Holton Road","W01001079","The Vale of Glamorgan 012E","Criminal damage and arson","Under investigation",NA
"20650","8b565d76b9009db95116c951b15a367a175c5424d55e45582b1034aa288c7dc7","2013-12","South Wales Police","South Wales Police",-3.261753,51.408714,"On or near Morel Street","W01001080","The Vale of Glamorgan 012F","Criminal damage and arson","No further action at this time",NA
"20651","400b46408ec7448fbd5fd4f4138813c38c81ca9a883213d2a496abfeba663baf","2013-12","South Wales Police","South Wales Police",-3.266737,51.415818,"On or near Laburnum Close","W01001080","The Vale of Glamorgan 012F","Criminal damage and arson","No further action at this time",NA
"20673","120d526247050599e3dc80038be6c8d2af2093a940a8518078808a0fb8cdd5a1","2013-12","South Wales Police","South Wales Police",-3.27038,51.404053,"On or near Greenwood Street","W01001910","The Vale of Glamorgan 012G","Criminal damage and arson","Under investigation",NA
"20674","194500305c82244c75781ea350c12c0caab2f2a26480fc075c1a6cd028cc609f","2013-12","South Wales Police","South Wales Police",-3.263568,51.405179,"On or near Cross Street","W01001910","The Vale of Glamorgan 012G","Criminal damage and arson","Awaiting court outcome",NA
"20675","7823973ac20b22b21021fee3eff3c2382b849b4654949e8ce616b76d96ef107b","2013-12","South Wales Police","South Wales Police",-3.267427,51.401756,"On or near Heol Y Llongau","W01001910","The Vale of Glamorgan 012G","Criminal damage and arson","No further action at this time",NA
"20736","14d1337cf1ca84240cd9576a79e2fd93bb0d2680ec53484a4837c815d1528316","2013-12","South Wales Police","South Wales Police",-3.28238,51.406467,"On or near Ruthen Terrace","W01001064","The Vale of Glamorgan 013B","Criminal damage and arson","Under investigation",NA
"20737","c151fc4914c693d2d6cd919b754da5160c0cb063358825e83265419122b6546b","2013-12","South Wales Police","South Wales Police",-3.275755,51.408113,"On or near Walker Road","W01001064","The Vale of Glamorgan 013B","Criminal damage and arson","Under investigation",NA
"20738","f9b8af59bdf6a2d49bc7a016337ea3b78d46b0cb50ef5242230f0fc074e00c08","2013-12","South Wales Police","South Wales Police",-3.276286,51.40808,"On or near Owens Close","W01001064","The Vale of Glamorgan 013B","Criminal damage and arson","Under investigation",NA
"20739","17aa346fa88571aa0b7ebe512c4b7ce7b2ab6068f7a29259e8251a6c7c3dac90","2013-12","South Wales Police","South Wales Police",-3.28238,51.406467,"On or near Ruthen Terrace","W01001064","The Vale of Glamorgan 013B","Criminal damage and arson","Under investigation",NA
"20761","9e04beebf842418015e53cd3140784542af2cdb786f7bd00b7b047a47726fe85","2013-12","South Wales Police","South Wales Police",-3.2775,51.410881,"On or near St Fagans Avenue","W01001093","The Vale of Glamorgan 013C","Criminal damage and arson","Under investigation",NA
"20762","6a0f7ce4cb54807f7755686c09deba89c624733c885cc377937a4bdd5d42e87c","2013-12","South Wales Police","South Wales Police",-3.28065,51.410928,"On or near North Walk","W01001093","The Vale of Glamorgan 013C","Criminal damage and arson","Under investigation",NA
"20775","b1ac4d2dc0cfd50916ecdd1f4331d0a16cb84bc1dab0ab9f9385c63d73d79187","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Awaiting court outcome",NA
"20776","25177fa7ce577c5b7447232c6fbdc6631a4d37b8378e7e90837251968b3683dd","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20777","c1ee6d481af2bed213a4023a94067ce5b1e627905101b4912a6cfe0de1a00849","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20778","20ebb89a01d965816ae47cd4986c7d789389f8be9423178d12b6c461a3bdb4a5","2013-12","South Wales Police","South Wales Police",-3.287866,51.407243,"On or near Dawan Close","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Offender given community penalty",NA
"20779","8c624409c95abd9ed04692480e72c3b73280ec4a61cbc559897335dacf8d68af","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20780","bd91bef515d1b476edac79dcde79a3071fcc4e6fb969d8f66b796134f05aecd9","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20781","e902c0a523b850f0a7f93d2aee5c4aed1dae13869e44e27dbea3986887522328","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20782","df06972cc13be0770bfe747a437bef34b1154c498b69bb218025aa1fa272c32a","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20783","f25f41a0b1fd7d14ab21d35ba8e45a1b7fb30c739d4f9d35ebc21420801ff038","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20784","5a84358c19d74e4e8e125f7f0089d724c990b524f5fdabf02387cd8c23713b59","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","No further action at this time",NA
"20785","f25fff1666fa0f1d318c9c063df91ac97b332a30c6c6aeceed468b7924ad1931","2013-12","South Wales Police","South Wales Police",-3.287029,51.403565,"On or near Claude Road West","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20786","f32ef5ca148dcc9612278b59b7aa5b1eed16bd2e929a20e82909ff8ffbdc5ac1","2013-12","South Wales Police","South Wales Police",-3.284057,51.40421,"On or near Jenner Road","W01001099","The Vale of Glamorgan 013D","Criminal damage and arson","Under investigation",NA
"20800","16e3e1481502983043a76cedaa7e1334c7e480b28c58c70d9092cddbb0d6b132","2013-12","South Wales Police","South Wales Police",-3.281912,51.401014,"On or near East Street","W01001101","The Vale of Glamorgan 013E","Criminal damage and arson","Under investigation",NA
"20801","1fffadd998085213fc3b179ec2f3b49c31f334d51d10f40b3493aa8862fa5467","2013-12","South Wales Police","South Wales Police",-3.281912,51.401014,"On or near East Street","W01001101","The Vale of Glamorgan 013E","Criminal damage and arson","Under investigation",NA
"20802","0c015a66e7bb7ff096f0de2c828fb7b508f306b0eb7627c77ecddfac25b6e626","2013-12","South Wales Police","South Wales Police",-3.284589,51.399087,"On or near Market Street","W01001101","The Vale of Glamorgan 013E","Criminal damage and arson","Under investigation",NA
"20803","2bbc2038a4f79fc997a91ad1dc328b3f32252b5bb1b0789275f43f1d5c31e5c6","2013-12","South Wales Police","South Wales Police",-3.289851,51.404227,"On or near Kennedy Rise","W01001101","The Vale of Glamorgan 013E","Criminal damage and arson","Under investigation",NA
"20821","9a6d4fe667d6854db71989dd5fb844a41bd60fe4acf6b1b2867d650744b8aa5a","2013-12","South Wales Police","South Wales Police",-3.291763,51.398622,"On or near Dunraven Street","W01001102","The Vale of Glamorgan 013F","Criminal damage and arson","Awaiting court outcome",NA
"20822","07e05895726e87ec85c872c29c9e6c0407e300dc8cb7fdbf2c6aad578e6bd2b0","2013-12","South Wales Police","South Wales Police",-3.292603,51.398316,"On or near Eton Street","W01001102","The Vale of Glamorgan 013F","Criminal damage and arson","Under investigation",NA
"20823","3a11341bcd1eeac31a1c52b9294f386c2fabeb15eb13a745a1e6360d32339a19","2013-12","South Wales Police","South Wales Police",-3.292603,51.398316,"On or near Eton Street","W01001102","The Vale of Glamorgan 013F","Criminal damage and arson","Under investigation",NA
"20824","d6f9121fe51f62d8aee4dfa6dfbda678d72c4e864ac0c326e4eb1161fa56c5cb","2013-12","South Wales Police","South Wales Police",-3.291763,51.398622,"On or near Dunraven Street","W01001102","The Vale of Glamorgan 013F","Criminal damage and arson","Under investigation",NA
"20848","356a7ad23d3de011af8140b494e190a9a00c68f3797e336a5d936012ca7f5b9c","2013-12","South Wales Police","South Wales Police",-3.342033,51.383894,"On or near Heol Pilipala","W01001118","The Vale of Glamorgan 014C","Criminal damage and arson","No further action at this time",NA
"20851","c19092ffde21c025cacfcb034f039e314ecc63be2573c59f8e98a72c4734a19c","2013-12","South Wales Police","South Wales Police",-3.361954,51.388835,"On or near Smeaton Close","W01001120","The Vale of Glamorgan 014D","Criminal damage and arson","Under investigation",NA
"20852","c026b79a25a4b321874ee4dbc559d29b74942452503b4896b56fe7a2d88f5a92","2013-12","South Wales Police","South Wales Police",-3.362643,51.387828,"On or near Kenson Close","W01001120","The Vale of Glamorgan 014D","Criminal damage and arson","Under investigation",NA
"20856","a855e15a550700494d81229f097b02e75027e97137d0208fd3662fb5ce49fedb","2013-12","South Wales Police","South Wales Police",-3.420185,51.400732,"On or near Sports/Recreation Area","W01001121","The Vale of Glamorgan 014E","Criminal damage and arson","Under investigation",NA
